order_id,product_id,add_to_cart_order,reordered
348137,17040,4,1
348137,19766,5,1
348137,16486,6,0
348137,29589,7,1
348137,25307,8,1
348137,21187,9,1
348137,16797,10,1
348137,14146,11,1
348137,9641,12,1
348137,7992,13,0
357849,6182,1,1
357849,5612,2,1
357849,37552,3,1
357849,47018,4,0
357849,11933,5,1
357849,27959,6,0
358148,24852,1,1
358148,27307,2,0
358148,24759,3,0
358148,8670,4,1
358148,31717,5,0
358148,22935,6,0
358148,49236,7,1
358148,32828,8,0
361493,25718,1,0
369015,47272,1,1
369015,37999,2,1
369015,21137,3,1
369015,12196,4,1
369015,23712,5,1
370715,36543,1,1
370715,39185,2,1
370715,39170,3,1
370715,49615,4,1
370715,48800,5,1
370715,9875,6,1
370715,12879,7,1
370715,48290,8,1
370715,6128,9,1
370715,48118,10,0
370715,38233,11,0
370715,29267,12,0
370715,38053,13,0
373535,6182,1,1
373535,13176,2,1
373535,39877,3,1
373535,22825,4,1
373535,23165,5,1
373535,45007,6,1
373535,12409,7,1
374526,47660,1,0
374526,43279,2,0
374526,17924,3,1
374526,47965,4,0
374526,20754,5,0
374526,45084,6,0
374526,23451,7,0
375303,21386,1,0
375303,27839,2,0
375303,45128,3,0
378070,44142,1,0
378070,47766,2,0
378070,31506,3,0
378070,3989,4,1
378070,20842,5,1
378070,39180,6,1
378070,26165,7,1
378070,44514,8,1
378070,28849,9,1
378070,8670,10,1
378070,34126,11,1
378070,45535,12,1
378070,39558,13,0
378457,43693,1,1
378457,49518,2,1
378457,13176,3,1
378457,36086,4,0
378457,22559,5,1
378457,11865,6,1
378457,31829,7,1
378457,23410,8,0
378457,9290,9,0
378457,22819,10,1
378457,18439,11,1
378457,258,12,0
378457,3919,13,0
378457,30428,14,0
379097,2846,1,0
379097,44359,2,0
379097,21938,3,0
379097,1376,4,0
379097,13431,5,0
379097,7644,6,0
383458,8277,1,1
383458,30839,2,1
383458,7559,3,1
383458,47209,4,1
383458,43086,5,1
383458,42445,6,1
383458,25598,7,1
383458,13176,8,1
383458,49235,9,1
383458,24964,10,1
383458,47672,11,1
390867,21137,1,1
390867,49235,2,1
390867,47672,3,1
390867,12935,4,1
390867,43086,5,1
390867,22935,6,1
390867,25659,7,1
390867,42445,8,1
390867,25598,9,0
390867,15438,10,0
390867,44491,11,0
390867,27104,12,0
398975,22610,1,1
398975,42987,2,1
398975,40574,3,1
398975,26152,4,0
398975,45009,5,0
398975,41164,6,1
398975,33379,7,0
398975,13733,8,1
398975,35921,9,1
398975,14814,10,1
409708,11079,1,1
409708,46995,2,1
409708,22217,3,1
409708,39361,4,1
409708,14852,5,0
409708,29675,6,0
412111,22217,1,1
412111,39361,2,1
412111,11079,3,0
412111,46995,4,0
412111,4406,5,0
412111,15755,6,0
412111,22208,7,0
412111,21521,8,0
412111,42626,9,0
412136,33303,1,1
412136,13176,2,1
412136,6182,3,1
412136,23165,4,1
412136,9839,5,0
412136,34409,6,0
412136,6341,7,1
412136,24487,8,0
412136,48679,9,0
412136,5612,10,1
414538,32655,1,0
414538,2450,2,0
414538,39279,3,0
414538,33100,4,0
414538,33636,5,1
414538,42110,6,1
414538,42063,7,0
414538,7559,8,1
414538,9171,9,0
414538,7228,10,0
414538,24382,11,0
414538,17807,12,0
414538,42450,13,1
414538,34217,14,1
414538,2435,15,1
414538,6750,16,1
414538,47223,17,1
415389,7350,1,1
415389,47141,2,1
415389,18534,3,1
415389,17762,4,1
415389,5077,5,0
415389,42356,6,1
419099,30776,1,1
419099,45603,2,0
419099,48559,3,1
419099,20794,4,1
419099,6287,5,1
419099,19894,6,1
419099,14233,7,1
419099,1194,8,1
419099,3765,9,1
419099,4781,10,1
419099,18362,11,1
419099,2966,12,1
419099,15429,13,0
423262,24799,1,1
423262,13176,2,1
423262,27555,3,1
423262,34217,4,1
423262,5699,5,1
423262,39928,6,1
423262,17044,7,1
423262,29926,8,1
423262,22035,9,1
423262,25999,10,0
423623,46995,1,1
423623,11079,2,1
423623,44632,3,1
423623,21521,4,1
423623,16759,5,1
423623,17072,6,1
423623,42626,7,1
423623,29298,8,0
431534,196,1,1
431534,12427,2,1
431534,10258,3,1
431534,25133,4,1
431534,10326,5,0
431534,17122,6,0
431534,41787,7,0
431534,13176,8,1
435581,42828,1,1
435581,29487,2,1
435581,45646,3,1
435581,3599,4,1
435581,1208,5,1
435581,13176,6,0
435581,32734,7,0
441977,2826,1,0
441977,39013,2,0
441977,27729,3,0
443742,5876,1,1
443742,21137,2,1
443742,47672,3,1
443742,13176,4,1
443742,7559,5,1
443742,35383,6,1
443742,16185,7,0
443742,16617,8,0
443742,13409,9,0
443742,33100,10,1
444309,38596,1,0
444309,21903,2,1
444309,248,3,0
444309,40604,4,0
444309,8021,5,0
444309,17668,6,1
444309,21137,7,0
444309,23650,8,0
444309,32402,9,1
453864,44632,1,1
453864,22217,2,1
453864,21521,3,1
453864,42626,4,1
453864,7673,5,0
453864,11079,6,1
453864,46995,7,1
455561,19348,1,1
455561,2180,2,0
455561,22524,3,1
455561,38154,4,1
455561,8204,5,1
455561,39891,6,0
455561,41273,7,0
455561,24852,8,1
455561,36784,9,1
455561,46480,10,1
455561,9647,11,1
455561,18104,12,0
455561,43961,13,0
455561,21288,14,0
455561,11777,15,0
455561,25272,16,0
455561,29223,17,0
455561,43181,18,0
455561,6352,19,0
455561,47941,20,1
455561,4920,21,0
455561,36477,22,0
457048,35547,1,0
457048,24518,2,1
457048,34126,3,0
457048,47766,4,1
457048,28993,5,1
457048,39993,6,1
457048,32030,7,1
457048,42585,8,0
457048,27229,9,0
457048,45290,10,1
457048,43789,11,0
457048,44142,12,1
457048,21940,13,1
457048,45066,14,1
457048,21903,15,1
457048,37766,16,1
457048,46802,17,0
457048,24852,18,1
457048,43961,19,0
457048,25005,20,0
457048,7969,21,1
457048,21137,22,1
457048,39275,23,1
457048,9076,24,0
457048,28156,25,0
457048,45104,26,0
457048,4605,27,0
457048,4942,28,1
457048,25466,29,0
457048,210,30,0
457048,14168,31,0
457048,39619,32,0
457048,13587,33,0
458687,40709,1,1
458687,5612,2,1
458687,6341,3,1
458687,6182,4,1
458687,21174,5,1
462713,1073,1,1
462713,18653,2,1
462713,21616,3,0
462713,37131,4,0
462713,22695,5,0
462713,5955,6,0
462713,33663,7,0
462713,47962,8,0
462713,35042,9,0
462713,38271,10,0
462713,10151,11,0
462713,43632,12,0
462713,26172,13,0
463436,24852,1,1
463436,42828,2,1
463436,41896,3,1
463436,3599,4,1
463436,32734,5,1
463436,40411,6,0
463436,1208,7,1
473747,196,1,1
473747,12427,2,1
473747,10258,3,1
473747,25133,4,0
473747,30450,5,0
479208,11777,1,1
479208,12745,2,0
479208,30233,3,1
479208,36929,4,0
479208,30020,5,0
479208,36011,6,1
479208,3952,7,0
479208,34584,8,1
479208,3481,9,0
479244,44632,1,1
479244,16759,2,1
479244,31342,3,1
479244,11079,4,1
482971,6182,1,1
482971,47209,2,1
482971,5612,3,1
482971,47018,4,1
482971,6341,5,1
484397,18027,1,1
484397,24852,2,1
484397,41065,3,0
484397,39748,4,0
484397,20995,5,0
484397,3382,6,0
484397,22825,7,0
484397,16349,8,0
484397,25588,9,0
484397,10322,10,0
484397,17794,11,1
484397,41220,12,1
484397,47672,13,0
484397,26620,14,1
487368,196,1,1
487368,10441,2,1
495013,1463,1,1
495013,30233,2,1
495013,42450,3,1
495013,33636,4,1
495013,7559,5,1
495013,34213,6,1
495013,47223,7,1
495013,17807,8,1
495013,33100,9,1
495013,34217,10,1
495013,42110,11,1
495013,6750,12,1
495013,49628,13,1
495013,33719,14,1
495013,2435,15,1
495013,8467,16,1
495013,18027,17,1
495013,8479,18,1
495013,9154,19,1
495013,22963,20,0
495013,36735,21,0
495013,41220,22,0
496907,26165,1,1
496907,21616,2,1
496907,34497,3,0
496907,17956,4,0
496907,48697,5,1
496907,27243,6,1
496907,39558,7,1
496907,38400,8,1
496907,19048,9,1
496907,14992,10,1
496907,39180,11,1
497940,23729,1,1
497940,48988,2,1
497940,24186,3,1
497940,6348,4,1
497940,44632,5,1
500437,49683,1,0
500437,41950,2,0
500437,10492,3,0
500437,24231,4,0
500437,1752,5,0
500437,45007,6,0
500437,38400,7,0
500437,16797,8,0
500437,148,9,0
500437,37646,10,0
500437,47788,11,0
501067,45007,1,1
501067,20339,2,1
501067,26209,3,1
501067,43662,4,1
501067,28842,5,1
501067,8057,6,0
501067,43999,7,1
501067,8277,8,0
501067,38456,9,0
501067,19508,10,1
501067,5450,11,0
505360,6182,1,1
505360,47018,2,1
519471,33735,1,1
519471,25134,2,1
519471,27086,3,1
519471,43086,4,0
519471,4210,5,1
521107,39190,1,1
521107,47766,2,1
521107,21903,3,1
521107,43961,4,1
521107,17668,5,1
521231,13187,1,1
521231,1263,2,1
521231,39275,3,0
521231,41973,4,1
521231,79,5,1
521231,18439,6,1
524816,30962,1,1
524816,28204,2,1
524816,17794,3,1
524816,5450,4,1
524816,48679,5,1
524816,24852,6,1
524816,41149,7,1
524816,5373,8,1
524816,1870,9,1
524816,49191,10,1
524816,21295,11,1
524816,8424,12,1
524816,46906,13,1
524816,44910,14,0
524816,6567,15,1
524816,12857,16,1
524816,32653,17,1
524816,7371,18,1
524816,28849,19,1
524816,15290,20,0
524816,43768,21,0
524816,40002,22,0
524816,26683,23,0
524816,23291,24,0
524816,42768,25,0
524816,25890,26,1
532817,196,1,1
532817,18102,2,0
532817,44234,3,0
532817,33122,4,1
532817,44187,5,0
532817,31487,6,0
532817,43772,7,0
532817,39993,8,0
532817,3747,9,1
532817,25367,10,1
532817,43409,11,0
532817,9901,12,0
532817,37066,13,0
532817,20156,14,0
532817,22782,15,0
532817,46023,16,0
532817,31725,17,0
532817,2848,18,0
532817,3996,19,0
532817,12108,20,1
532817,35887,21,0
532817,29255,22,0
532817,35123,23,1
532817,40348,24,0
532817,21011,25,0
532817,21001,26,0
532817,11229,27,0
532817,40674,28,0
532817,44870,29,0
532817,18987,30,0
532817,15482,31,0
532817,3334,32,0
532817,2192,33,1
532817,29284,34,0
532817,22788,35,0
532817,28221,36,0
532817,21333,37,0
532817,39107,38,0
532817,23734,39,0
532817,17008,40,1
532817,15131,41,1
532817,34724,42,0
534401,48988,1,1
534401,23729,2,1
534401,6348,3,0
534401,10151,4,0
536094,40709,1,1
536094,31528,2,1
536094,9666,3,1
536094,20367,4,1
536094,5612,5,1
536094,6182,6,1
536094,6341,7,1
536094,14955,8,1
536094,21174,9,1
550135,196,1,1
550135,10258,2,1
550135,12427,3,1
550135,25133,4,1
550135,13032,5,1
555834,8518,1,0
555834,22395,2,0
555834,37065,3,1
555834,26209,4,1
555834,49683,5,0
555834,5450,6,1
555834,43662,7,1
555834,4455,8,1
555834,17720,9,1
555834,45066,10,0
555834,43165,11,0
555834,20339,12,1
555834,44262,13,0
561303,21137,1,1
561303,6348,2,1
561303,46075,3,1
561303,6719,4,1
561303,13176,5,1
561303,18288,6,1
561303,24964,7,0
561303,46667,8,0
561303,16726,9,0
561303,38488,10,0
565870,21137,1,1
565870,45628,2,1
565870,4920,3,1
565870,37602,4,1
565870,31683,5,1
565870,17638,6,1
565870,40852,7,1
565870,13198,8,1
565870,42803,9,1
568636,45603,1,1
568636,19894,2,1
568636,9604,3,1
568636,48559,4,1
568636,5073,5,1
568636,29627,6,1
568636,8736,7,1
568636,30776,8,1
568636,6287,9,1
568636,25010,10,1
580568,12341,1,1
580568,14444,2,1
580568,6184,3,1
580568,46149,4,1
580568,10441,5,1
580568,196,6,1
580568,3298,7,0
584586,24838,1,0
584586,8277,2,0
584586,13176,3,0
584586,47719,4,0
584586,20920,5,0
584586,22935,6,0
584586,13874,7,0
584586,34684,8,0
584586,204,9,0
584586,34243,10,0
584586,11140,11,0
584586,40604,12,0
584586,36039,13,0
586227,27744,1,1
586227,31338,2,1
586227,24184,3,1
586227,27104,4,1
586227,47672,5,1
596690,23375,1,1
596690,21903,2,1
596690,8021,3,1
596690,26165,4,1
600894,21903,1,0
600894,28985,2,0
600894,6473,3,0
600894,39110,4,0
600894,39812,5,0
600894,20920,6,0
600894,32030,7,0
600894,24838,8,0
600894,2078,9,0
600894,651,10,0
600894,16349,11,0
600894,49533,12,0
600894,17794,13,0
600894,23400,14,0
600894,1529,15,0
600894,6141,16,0
600894,44099,17,0
600894,23165,18,0
600894,34190,19,0
600894,9839,20,0
600894,14992,21,0
601444,7350,1,1
601444,18534,2,1
601444,17762,3,1
601444,33560,4,0
601444,29791,5,0
603376,47141,1,1
603376,18534,2,1
603376,21553,3,1
603376,17762,4,1
603376,16797,5,1
603376,19468,6,0
603376,40592,7,0
603376,18855,8,0
603534,7350,1,1
603534,18534,2,1
603534,36552,3,0
603534,47031,4,0
